Age,Gender,Level,GPA,Teaching_Quality,Lab_Sessions,Study_Hours_Weekly,Structured_Plan,Study_Method,Class_Regularity,Living_Situation,Sleep_Hours_Daily,Physical_Activity,Success_Factors_Len,Improvement_Suggestions_Len,Decision
25,0,2,11,3,1,20,0,0,5,0,0,0,0,42,0
25,1,1,12.91,2,1,6,0,0,4,1,0,0,0,55,1
24,1,4,11,2,1,4,2,0,6,1,0,1,56,41,0
18,1,1,12.63,2,0,10,0,0,5,1,0,1,11,61,1
22,1,2,14,1,1,20,1,0,3,0,0,1,0,37,1
22,1,5,10,3,0,7,0,0,6,1,0,2,418,278,0
23,1,4,12,1,1,1,0,1,6,0,1,2,17,42,0
18,1,2,10,2,0,3,0,0,6,2,1,0,14,544,0
18,1,2,12,3,1,4,0,0,4,0,1,0,11,57,0
19,1,2,11,1,1,2.5,1,0,6,1,1,1,99,0,0
18,1,1,11,1,1,7,1,0,6,0,0,1,28,37,0
20,1,2,12,2,0,3,0,0,4,0,1,2,28,69,0
22,1,2,11.79,1,1,10,2,1,6,1,1,1,26,10,0
20,1,4,16,2,1,6,2,0,5,1,1,2,90,201,1
21,0,4,14,2,0,0,0,0,2,2,1,1,7,48,1
22,1,3,12.05,2,1,12,2,0,3,1,1,1,0,19,1
23,1,2,11,2,0,4,2,0,4,2,0,2,56,0,0
23,1,1,12.05,2,1,15,0,0,4,1,1,2,11,68,1
16,1,3,12,1,0,15,1,0,6,0,1,1,17,758,0
19,1,3,11,2,0,8,1,0,6,0,1,0,0,42,0
17,1,3,16,1,1,0,2,0,2,0,1,2,4,30,1
20,1,1,10,2,1,4,0,0,6,2,0,1,55,68,0
21,1,2,12.35,2,0,72,0,0,4,2,1,1,25,0,1
20,1,1,12.87,2,1,8,2,0,6,0,1,1,81,17,1
23,0,2,11,1,1,30,1,0,4,1,1,1,15,61,0
21,0,4,13.2,3,1,37.5,1,0,6,0,1,1,28,29,1
21,0,1,12,2,1,12,1,0,6,0,0,0,37,52,0
21,1,4,12.8,1,0,10,1,0,6,1,0,2,0,37,1
18,1,2,13,2,0,5,1,0,6,0,1,2,57,0,1
23,1,3,12,3,1,2,1,0,2,0,0,1,17,24,0
19,1,1,13.5,2,1,28,1,0,6,1,1,1,18,24,1
20,1,2,11,2,1,14,2,0,6,0,0,1,25,36,0
17,1,4,11,2,1,4,0,0,5,0,0,1,0,0,0
17,1,3,12,2,1,0,1,0,6,0,1,1,40,39,0
20,0,2,11.45,1,1,14,2,0,6,0,1,2,11,29,0
18,1,3,12,2,1,20,2,1,6,0,0,1,49,34,0
18,1,2,13,1,1,2,0,0,6,0,0,1,0,0,1
19,0,1,12,2,0,10,0,0,6,1,1,1,99,61,0
21,1,1,15.5,2,1,18,0,0,4,0,0,2,15,24,1
21,0,1,12,2,1,6,0,0,6,0,0,2,5,201,0
18,1,5,15,1,1,15,1,0,5,1,1,1,30,0,1
17,0,1,14.79,2,0,8,1,0,6,0,1,0,41,171,1
20,1,2,12.05,2,1,10,1,0,4,0,0,2,21,29,1
18,1,1,11,1,1,30,2,0,6,0,1,0,34,50,0
19,0,3,12,2,0,20,1,0,4,2,1,0,11,65,0
17,1,4,17.05,2,0,20,0,0,3,1,1,0,33,0,1
23,1,1,12,2,1,2.5,0,0,3,1,0,2,65,48,0
20,1,3,11.2,2,1,10,0,0,6,2,0,0,12,22,0
22,1,1,10,2,0,5.5,0,0,5,0,1,2,0,50,0
19,1,3,13,2,0,2,0,0,4,1,0,2,26,0,1
17,1,4,12,2,1,12,2,0,4,0,0,1,0,169,0
19,1,2,11,2,0,3,1,0,3,0,1,1,13,109,0
18,0,1,11,2,1,22,0,0,6,1,0,2,0,42,0
21,0,4,11.79,1,1,2,1,0,6,0,0,0,26,39,0
20,1,1,13,2,1,1,0,0,5,0,0,2,11,52,1
18,1,2,11.3,1,1,4,0,0,5,0,0,0,28,0,0
20,0,5,11,2,1,4,2,0,6,0,0,1,0,171,0
22,0,4,12,2,0,4,1,0,5,0,1,0,0,122,0
18,1,2,12,2,0,72,0,0,6,0,1,0,29,60,0
16,1,2,13,2,0,6,0,0,5,0,0,0,43,364,1
27,1,1,12.87,3,0,12,1,0,5,1,1,1,0,210,1
20,1,3,12.8,2,1,28,1,0,4,1,0,2,13,179,1
17,1,1,11,1,1,3,1,0,4,1,0,2,8,0,0
18,1,4,12,2,1,40,1,0,4,0,1,0,41,34,0
19,1,3,14,2,1,14,1,0,6,0,1,2,29,169,1
20,1,2,11.93,3,0,4,0,1,5,1,0,0,13,278,0
20,1,2,13.5,2,0,48,0,0,6,0,0,2,57,0,1
19,1,2,11,2,0,12,1,0,6,0,1,1,0,22,0
17,1,3,10,1,1,7,1,0,6,0,0,0,0,97,0
20,1,2,13,2,0,5,1,0,6,0,1,1,0,37,1
19,1,2,12,2,1,12,0,0,6,2,0,2,17,28,0
26,0,2,12,2,1,15,0,0,5,1,1,2,13,38,0
16,1,1,9,1,1,4,0,0,6,0,1,2,0,15,0
18,1,1,11.41,1,0,0,2,0,6,1,1,1,13,41,0
17,1,2,12,2,1,6,1,1,6,0,1,1,13,122,0
18,1,2,11,1,1,4,0,0,6,0,1,2,26,65,0
20,1,2,10,2,1,5,1,0,6,2,1,0,19,0,0
19,1,3,12,2,0,4,0,1,4,0,1,1,32,39,0
19,1,3,11.85,2,0,28,0,0,4,1,0,1,17,21,0
17,0,1,12,1,0,12,0,0,3,0,0,1,0,53,0
20,1,3,11,2,1,2.5,0,0,4,0,1,1,56,24,0
23,0,3,12,2,1,4,0,0,6,0,1,2,5,41,0
22,1,3,12.77,2,1,5,0,0,6,1,0,1,0,65,1
17,0,1,11,2,1,3,1,0,4,1,0,1,19,85,0
19,1,3,13,3,0,3,1,0,6,1,1,0,49,506,1
20,0,2,9,2,0,7,1,0,4,0,0,1,55,197,0
17,1,1,12,2,1,14,1,0,4,0,1,2,60,41,0
22,0,2,13,0,0,9,1,0,6,0,0,1,0,0,1
18,1,2,12,2,0,20,0,0,5,0,1,2,17,47,0
19,1,3,11.16,1,1,7,0,0,6,1,1,1,11,48,0
19,1,2,12,2,0,2,2,0,4,0,1,1,8,73,0
19,0,5,12.34,1,1,15,1,0,3,0,0,1,17,0,1
19,1,2,10,2,1,6,1,0,6,1,1,2,41,85,0
30,0,1,12,2,1,10,1,0,4,0,0,1,16,43,0
25,1,5,9,1,1,5,0,0,6,0,0,0,12,22,0
18,0,4,11.69,2,1,2,1,0,4,2,0,2,5,0,0
19,1,2,11,2,0,2,1,0,6,0,1,0,11,134,0
22,1,1,12,2,1,30,2,0,5,1,0,2,11,0,0
17,0,2,11,2,1,4,0,0,4,1,0,2,16,42,0
18,1,1,12.8,2,1,17,2,0,5,0,1,2,0,0,1
18,1,4,12,2,1,4,0,0,6,0,1,2,0,58,0
18,1,2,11.2,2,0,2.5,1,0,5,0,0,1,0,195,0
26,1,5,11,1,0,5,0,0,6,0,0,2,18,27,0
19,1,3,12,2,0,14,1,0,5,0,1,2,0,41,0
20,1,5,11,2,1,20,1,0,6,2,0,0,0,99,0
23,1,2,11.69,1,1,7,0,0,4,1,1,2,4,169,0
16,1,1,11.3,1,1,5,2,0,5,1,0,2,5,179,0
21,1,3,12.54,2,1,8,0,0,6,0,1,2,0,37,1
21,1,4,10,2,1,14,2,0,6,1,0,2,25,28,0
18,1,3,12,1,0,7,1,0,6,1,1,1,15,0,0
23,0,5,11,2,1,15,1,0,6,0,0,0,0,15,0
26,0,2,13,2,1,20,1,0,5,1,1,1,29,0,1
17,1,2,11,3,1,5,0,0,6,0,1,1,26,34,0
19,1,3,11,2,0,20,1,0,5,0,0,1,418,99,0
20,1,2,11,1,0,15,1,0,3,0,1,1,30,106,0
22,1,2,13,3,0,5,1,0,6,0,1,1,0,0,1
17,1,1,10,1,1,28,1,0,6,0,1,1,0,19,0
18,1,3,13,2,1,0,0,0,4,1,1,1,47,42,1
20,0,3,12.41,2,0,0,1,0,3,1,1,1,0,24,1
19,1,1,11.58,1,1,4,0,0,5,0,1,1,16,68,0
19,0,1,12,2,0,1,1,0,5,0,0,1,0,48,0
21,0,3,11.69,2,1,7,1,0,6,2,0,1,40,71,0
16,0,2,10,2,1,8,1,0,4,0,1,2,0,77,0
25,1,3,11.3,2,1,15,1,0,6,0,0,1,0,22,0
18,1,3,13.5,2,1,5.5,0,0,4,0,0,1,16,53,1
21,1,3,12,2,1,5,0,0,5,0,1,1,0,74,0
18,1,4,15.5,2,1,3,2,0,5,1,1,2,0,22,1
24,1,3,13.28,2,1,0,0,0,6,0,0,1,64,41,1
17,1,2,12,2,0,14,1,0,4,0,1,1,8,21,0
16,0,3,15.5,2,0,14,2,0,6,0,0,0,19,21,1
18,1,1,11,2,1,5,1,0,4,1,0,0,418,57,0
20,1,1,14.38,2,1,2,0,0,6,1,1,0,11,0,1
19,1,4,16,2,0,20,2,0,2,0,1,1,11,0,1
16,0,3,12.41,2,1,39,1,0,6,0,1,0,0,109,1
22,1,5,11,2,0,0,1,0,5,0,1,2,119,69,0
19,1,1,14,2,1,8,0,0,6,0,1,2,0,98,1
17,1,4,11,2,0,30,2,0,6,0,0,0,8,364,0
17,1,2,10,1,1,6,0,0,6,0,1,0,11,69,0
19,1,3,11,2,0,15,0,1,5,0,1,0,11,69,0
22,1,1,12,2,1,24,1,0,5,0,1,0,19,37,0
18,0,2,10.87,2,1,12,1,0,6,0,0,1,0,50,0
17,0,2,10,1,1,4,2,1,5,0,0,2,28,42,0
19,1,2,12,2,0,72,1,0,4,1,0,2,11,0,0
20,1,1,12.8,1,0,20,1,0,5,1,1,1,11,71,1
17,1,5,12.77,0,0,3,1,0,4,1,1,1,0,0,1
18,0,1,14,2,0,5,1,0,3,1,0,0,18,214,1
20,1,2,11.3,2,1,15,0,0,6,2,1,2,13,27,0
20,1,2,12,2,1,28,2,0,5,1,1,1,19,61,0
22,0,2,11.79,1,0,5,0,0,3,0,0,1,22,107,0
24,1,1,16,2,0,6.5,2,1,6,0,1,0,57,0,1
19,1,2,10,2,0,35,2,1,3,1,1,1,5,0,0
17,0,2,13,1,0,14,1,0,5,0,0,1,4,3,1
19,0,5,12,2,1,14,0,0,6,0,1,2,4,52,0
17,1,1,12,2,0,14,1,0,1,0,1,2,33,120,0
18,1,1,12.38,2,1,0,2,0,6,1,0,1,8,42,1
21,1,3,11,1,1,17,1,0,4,1,0,2,28,44,0
18,1,2,10,1,1,1,0,0,3,1,1,0,0,63,0
20,0,3,12,1,0,5,2,0,6,0,0,0,21,17,0
19,1,2,14,2,1,3,0,0,4,0,0,0,0,28,1
19,0,5,12.54,1,0,24,1,0,6,1,1,1,26,42,1
18,1,3,13,2,1,12,1,0,4,1,0,2,0,19,1
18,1,2,12,0,1,5,1,0,4,1,1,2,0,210,0
